tag,text
N,從噹噹網購書真是痛苦的過程。費勁周折才，歷經一個月時間才拿到書。
P,蒙牛挺你！愛你！支援你！
N,適合年齡20歲以下的女人閱讀，大了就不用看了
N,賣家很好，很主動解決問題！就是快遞順豐出乎預料的垃圾！最後購物還是很愉快！質量很好！這價格值得！
N,書上寫的大多數都是大道理。。。不看也明白的那些。。。。
N,"純種垃圾,自動關機頻繁,按撥出鍵關機,訊號弱的可怕.後悔,腸子都悔青了."
N,'lenovo' logo 貼上的有些粗糙，說明有些細節注意不夠，影響品牌
P,1、功能齊全、外觀時尚且大氣 2、不綁VISTA，可以隨心安裝自己喜歡的OS
N,服務很一般 房間還可以 條件比較一般 價格沒競爭力
P,喜歡 蒙牛。@肖傑夫是清新小粗腿
N,外殼真是指紋收集器，一摸就全是指紋，好在包裝裡帶了塊擦拭布
N,散熱控制的不是很好，可能是獨顯本的通病吧；音質太爛，有待改進。
P,非常好，這臺是給老媽家的
N,唯一的問題是做不了ghost映象，比較鬱悶，懶得用WinPE去弄了，還不如重灌省事
P,蒙牛有機香蕉奶，甄香！喔喜歡
N,讀了，沒有太大的感覺，太一般，可讀性不強．
P,東西不錯，不過有人不太喜歡鏡面的，我個人比較喜歡，總之還算滿意。
P,1.價格低。 2.模具尚可，顯得不是很低檔。 3.配置比較均衡，奔騰雙核，燒錄光碟機。
N,看到大家都說好，買回家就覺得很失望，個人覺得不實用
P,"幫家人訂的,沒什麼好說的,香港的酒店嘛,有這樣的價效比就可以了."
P,好評！ 好評！
P,東西很好。
N,垃圾書，典型的偽科學，幸好是幫人帶的。
P,服務非常好，環境也比較舒適，只是酒店的餐飲方面一般般。
P,能保障我發出去的資訊對方安全收到。
P,優點就不多說了。
N,"看了上 ,就沒興趣看下了 !!!!!!!!!!!!!!!!!!!!"
N,"我買該機不到半年,有幾個鍵已經發黑,外觀銀漆有的地方已脫落."
P,手寫輸入；通話質量好；外觀大方；多功能
P,等不及通知安裝，自己裝的。使用數天，不錯
N,前天買的書，今天就降了，是不是有點太不合理了，能不能給個說法，要不然我就推掉重買！
N,外觀一般，攝像頭畫素太低太低，連手機的清楚都沒。散熱有點差，
P,功能齊全！拍照功能好！
N,電池  顯示只能用四小時  喔第一次充了15小時的電還不行   還沉
N,用它我也沒多記住什麼單詞啊！大家要是想學單詞，有很多方式，沒必要買這個浪費錢，我可是後悔死洌！
N,發票質保期寫的是“無”，不清楚質保期。連服務人員也搞不清楚。
P,我得意的笑，我得意的笑，居然是完美屏，我受不了，呵呵，太好了，人品就是好！
N,這本書就是垃圾，一點用處都沒有。
N,根本不給送貨上門！白花錢了！
N,1噪音有點高（晚上特靜時） 2還是稍微有點重 3外殼很容易留下手印 4裝XP費了半天勁
N,"拿到手後看了幾篇,感覺與預期的有點距離"
P,商務大床房，房間很大，床有2M寬，整體感覺經濟實惠不錯!
P,週末買提貨的，系統還沒換，順便熟悉了linux系統！！漂亮 美觀！！
N,為什麼沒有貨也不通知一聲？？？我剛剛收到訂購的書籍，惟獨少了這一本，鬱悶！
P,危機公關和危機管理是我們應該認真學習的東西。三鹿，蒙牛，麥當勞事件都是最好的案例
N,"都半個月了還沒有收到,同一單中的另一樣東西都在國慶前收到了.可這本書還沒有到?"
P,這個價位的15.4寸螢幕價效比較高。送貨也很快，我是江西九江的，前後兩天就到了。
P,熱水器收到了，還沒安裝，和前兩次買的樣，很好的，非常實惠！
N,"酒店的裝修顏色實在比較恐怖,黃的,紅的,橙色,真的很難看.而且裝修很舊,只能講究點"
P,美的售後太牛咧
N,無聊的要死。語言也太……。後悔買這本。
P,速度不錯，螢幕也不錯，很小很輕便，聲音也小，電池時間長，待發掘
P,價效比不錯，本本的外觀手感以及效能都還不錯，到底是大品牌的東西。
N,"書的第60頁直接就跳到77頁了,怎麼換呀?電話永遠?請耐心等待?,請解決!!"
N,書非常好，是廣州庫房特別慢，一個件配貨配6天。
N,聯想把IBM的牌子毀了，的質量太差了！我剛拿到貨，就發現液晶顯示下面整體泛黃。
N,安裝XP和裝驅動真是麻煩啊，要是有一鍵安裝就好了，尤其是無線網絡卡，惠普的網站上居然是錯的
N, 消費者連抵制蒙牛都堅持不住，扯什麼抵制日貨
N,沒想像中的好，行文太隨便，只是小品和書信的隨意結合體而已。談不上系統的知識介紹。
P,是一款女士機，很小巧，螢幕顏色很好，而且還有2.5M大容量下載空間。
N,音量實在太小，按鍵縫隙容易進灰塵！
P,不過確實要指出的是，我對“大叔”這個稱呼很雷...T_T
N,"內容一般般; 印刷製作很惡劣, 不知用的什麼垃圾紙墨, 很臭, 惡臭, 根本不得近身..."
P,永恆之塔，魔獸都是可以玩的，非常不錯了，極品飛車一樣玩。哈哈
P,我覺的不錯，線上做的不錯，幾乎沒壞的，測試也沒壞的，
P,我也裸辭過，辭掉了多少人的期待，那些歲月我哪來的勇氣和毅力啊，感謝王哥，感謝蒙牛
N,質量太差，反應太慢，電池超級不耐用，
P,"幫朋友買的,他一看眼鏡就閃光,配置很好,樣式也很時尚,配件還非常齊全,對得起這個價格"
P,很好用放入寶貝，實惠，真品
N,驅動比較難裝，累了個半死 華碩的返修率貌似有點高，希望我是個幸運者，別碰到這種事。
N,"誤人子弟!我本想買來贈人的,隨便翻了幾頁,不看不知道,一看想扔掉!"
N,買了書十天了，還沒有寄到，怎麼做生意的啊？？
N,盜版蒙牛
N,蒙牛都抵制不了，還抵制日貨， 不論國界-打雜搶的都是人渣。
P,這是買的第二本，都是送給好朋友的~~~~
N,早就不喝蒙牛很多年了。 嗯。很久不喝蒙牛伊利。
N,"我個人認為沒有主線,有點亂.可能是我思路不夠寬"
N,首先是訊號問題！樣子不好看，很土！待機時短！電話薄和簡訊的速度都不快！
P,"用了一個禮拜了，裝的vista,跑的很流暢，不錯。CPU是本機的一個亮點。"
P,螢幕大，鮮豔清晰。手寫、收音機、金山詞霸、通訊防火牆、紅外傳輸等功能都很方便實用。做工好。
N,內容還是貼近商務環境對與職場入門還是有必要的
N,特價房間沒有對外的窗戶；房間與房間隔音效果太差
N,蒙牛特侖蘇是不是有問題？每喝一次都拉肚子其他牌子牛奶喝了就沒事~
P,180度旋轉攝像頭，手寫觸控式螢幕幕，支援MP3鈴聲，支援多媒體影音播放
N,蒙牛喝多了 主要是膨脹太嚴重了。。。
N,看了一點&#183;&#183;就沒看了&#183;&#183;
N,蒙牛，加個A會死啊？ 英語不好害死人哪~
N,"書看到最後幾頁居然是?雙眼皮?,所有的字都印成了兩遍頭，根本就不能看。書的質量實在太差."
N,1.320G硬碟被格成一個310G，一個10G，夠讓人鬱悶 2.寬似乎比一般的13.3寬屏還要寬
P,"酒店本來就是超5星的硬體配置的,2001-2006都住過,價格降了不少!位置太偏是致命的問?"
N,有些碟片無法讀取，包裝質量不高。
N,跑冰封王座藍屏了，還是散熱不行，經典的老遊戲還是都沒問題的 電池沒有說的待機時間那麼長
P,幫同事訂過很多次，酒店位置很好，很方便。房間也不錯。
N,服務很差！！！服務員的態度很不好！環境也一般
N,酒店實在差，房間又小又髒，衛生間環境太差，整個酒店有點像馬路邊上的招待所。
N,沒有作業系統，記憶體2G就好了，散熱不好，時間長了鍵盤區左半邊，以及掌託和觸控板的左半邊，比較燙。
P,"酒店是國航酒店,入住可以累計國航里程.這點比較好.早晨種類很多,推薦入住"
P,發貨速度非常快，服務態度超級好，價效比很好，買的很值得！
P,鍵盤好，顏色好，觸控鍵好，速度也快，給老婆當生日禮物特別合適！
P,這款機子挺適合我，價格再實惠點就好了，或者京東多送點實用的東西
P,美味一直在發現感謝對蒙牛產品的青睞呦，圖圖也很夢幻
P,蒙牛的草料運輸，以成本換安全。
N,這話真有深意啊 珍愛生命遠離蒙牛，遠離紐崔萊
N,所以蒙牛不生產劣質牛奶，他們只是黑心奶牛的搬運工
P,鈴聲大，顯示屏比較大，按鍵好用。在千元以下手機裡，經比較，拍照效能是十分優秀的。
P,對 說：牛哥也挺高興吧，蒙牛好好幹，支援民族企業。
N,看了上，很是一般，沒動力買下下冊了。
P,比想象中的輕，，，就華碩變壓器一貫來說。。。 驅動似乎沒有想象中的難裝。。。 總體感覺還好。。。
P,挺值
P,實物比圖片看起來好看多了，甚是意外。鋼琴烤漆的外殼，豐富的介面，實在感到意外。
N,又喝到燕麥黃桃味的酸奶 真挺好喝的燕麥咯吱咯吱的 可惜是蒙牛的 不能買來喝多了
N,個人感覺不是自己喜歡的那種圖文型別，單調了點，引不起大的興趣。
N,又貴又差，圖形四不象又極難看，故事一般。
N, 珍惜生命 遠離蒙牛！
P,性價高，發熱量大，天冷時可以跑個CPU測試軟體來烤手，機器重量控制的也不錯。
P,書很好看，有孩子的特徵，不是一味地向前講故事，而是有停頓，可以留給孩子許多時間思考。
N,這是我吃到的世界上最不酸的酸奶。。。蒙牛讓我又一次失望了。
N,故事都太長了～～而且有的有點不可理解～～不太喜歡～～讀了兩本就讀不下去了～
N,"噹噹網怎麼回事,都二週了這貨不沒有到呢"
P,這款套裝買好之後，基本上其他配置就可以不用再新增了，價效比很高。
N,"有點卡,放的不太流暢!沒有想象的那麼好!"
N,做工覺得略糙些，分量有些重，配置太高，有點擔心以後的散熱問題
P,配置不錯，價效比還可以，螢幕比我另一部Y430還好，儘管都是LED的
N,電池較弱，特別是在MAFEE的執行下，看1280*720的電影竟然支援不了兩小時
P,酒店很好可以免費打長途，隨便打都不要錢，這點比較吸引人
N,送的志美光碟機做不了XP系統。電池後邊有點鬆（X200都這樣）裝XP比較麻煩。
N,送的包包太大了，裝我的15寸的本本都放得下；應該改送配套的小包。還需要加送個內膽包就好啦。
N,什麼都不支援，時不時就宕機，鈴聲下載不了，資料線沒有。總之一句話，買它算我賠了！！！
N,主要是今晚喝了包蒙牛，很不爽。 十二星座現在狀況
P,房價乾淨，設施也挺齊全的。就是價格不算便宜。總的來說還不錯
P,"機身外殼採用烤漆工藝,不易留下指紋；功能全面，記憶體大。"
N,一本感覺在自吹自擂的書 ..就是覺得不值得花這錢 寧願買點健康雜誌來的真誠點
N,"寫的還好,就是看著看著就不想在看了."
P,喜歡睡前的蒙牛。
N,"覺得不太好,搞不懂為什麼那麼暢銷."
P,外觀、效能都不錯，價格也比較合適，這次的發貨速度很快，贊一個，呵呵
N,跟風的人總是很多，這一次也跟了一把，不出所料，內容平平不說，一點可讀性也沒有
P,入住這個酒店有一點需要注意的，不要選朝西三環的房間，否則還是可以聽得到立交橋上的噪聲
P,沒有批評就沒有進步。新蒙牛將堅持開啟大門，為網民監督提供便利，不斷改進管理，為消費者生產高品質牛奶
P,在可以返現的時候買到，總體來說速度也還可以，在這個價格上來說，很不錯了。
P,外觀不錯，快遞溝通比較及時。沒測試遊戲，平時正常使用，硬碟聲音不算大，發熱量還湊合。
N,不怎樣嘛，很一般，文字看起來有哲理，其實不然，像在記文字賬。買後悔了。
N,用調侃通俗的手法寫明朝歷史，既普及了歷史，又讓讀者享受了閱讀的快感，謝謝當年明月，太有才了！
N,非常差勁買回了放在電腦上放感覺很卡不爽
N,位置不很方便，周圍亂哄哄的，衛生條件也不如其他如家的店。以後絕不會再住在這裡。
P,今天買的是蒙牛~不是光明~
N,色戒就是一篇短篇小說，書裡拼湊了好多別的東西，一點可看性都沒有
P,造型不錯，很精巧，咋一看像個上網本，就是厚了點。做工也可以。價格非常便宜
N,下了訂單卻沒有收到書，鬱悶！！！如果沒有更新網頁在配貨時才發現缺貨應該及時通知客戶才對呀！
N,空洞，都是一些網上東拼西湊的東西
N,"1. 客房服務態度較好2. 早餐還算不錯.3. 就是房間的燈光,太不滿意~~"
N,蒙牛啊，我可以不上你的課嗎？太無聊了
N,缺少隨機的幫助文件，各個硬體介面只能靠猜的。機器裡預裝的軟體比較雜亂無章，也沒有找到解釋的地方。
P,挺好的賣家，全5分
N,沒有塑料包裝，也沒有同事說的送記單詞本，感覺有人用過，不爽
N,看完了也沒學到什麼，實際的內容不多。。。
P,1000多塊的價格，和小巧的造形、和諧的顏色搭配，讓我心動買了它，而且鍵盤手感不錯，別的不多說
P,快，讓人心裡舒服！好評！
P,"早餐很好,位置算不錯,打車到火車站要十幾員吧"
N,感覺描述的很膚淺，而且很多詞句都是反覆來說
N,蒙牛這樣的企業怎麼能不垮呢？牛根生很拽得說，官癮沒過夠，擦！月滿則虧…
P,"鍵盤舒服,功能多,外觀美觀"
P,1、26萬色內屏顯示效果一流；2、網路切換方式快捷方便；3、電話本功能齊全；4、外觀成熟大方。
P,送給老婆，外觀很漂亮，配置也均衡，該有的都有了，對得起這個價位了
N,我手機外屏也是不到一個月就碎了，修一下要四百啊
P,配置均衡，效能強勁，做工精緻，散熱良好。配件豐富。其中還有一個Dell原裝的滑鼠墊。同事很滿意。
N,我買的這個筆記本上門寫的Vista家庭高階版，結果拿到手是basic版的，
N,蒙牛廣告太噁心，公然撒謊！
P,應該還不錯，房子租出去的，自己沒有用。安裝師傅人很好，自備材料。
P,前天禮拜六，買了，2300元，全套，（亞太水），型號W550i，估計行貨18個月後能降到這個水平。
P,白色的，很乾淨，很漂亮，攜帶方便，速度也不錯，用了一週挺滿意的，電池能用7小時左右
N,"系統安裝比較麻煩,特別是安裝驅動特麻煩,觸控板的滑動老是不行"
P,價格便宜，操作簡單，自娛自樂！！
N,1.鍵盤手感不舒服。2.螢幕亮度不能進行調節。3.機帶記憶體容量太小。4.電池續航能力不理想。
N,看了這本書我是相當的氣憤，沒見過這樣無恥的男人啊！不過為了張愛玲，還是值得買的這本書
N,這是我在攜程定過的酒店中最差的，價錢又貴，以後不會再住了。
P,推薦給我妹妹，她也說好用。
P,服務算可以設施老舊空調太吵在濟南，也沒別的好選擇
N,聲音小小毛病不段
P,原來包包也喜歡蒙牛甚於伊利
P,價格還可以，配置不錯，看了別人的介紹系統很好裝的，目前使用中
P,特別輕薄便攜，磨砂手感，非常舒服的全尺寸鍵盤，功能和介面比較豐富。
N,悲觀的人不適合看，會產生厭世情緒。
N,伊利牛奶真的好難喝噢蒙牛連喝都不敢喝?
N,不知為什麼大家說它好。我看它十分沒勁，而且有噁心的感覺。
P,媽媽說多喝蒙牛冠益乳有利於減肥哦
N,已經不喝牛奶了 已經不買蒙牛了 次奧2 次奧 還有人買蒙牛？！
N,滑鼠太難用了，華碩這點不厚道。筆記本包比較粗糙。因該加個藍芽哦
N,拿到的當天給他裝xp，折騰n久沒搞定，上網查才發現此款驅動比較搞，建議要買此款的買好vista盤先
P,1.高硬度的塑料翻蓋不僅具備較佳的耐磨性，對“脆弱”的觸控式螢幕也起了很好的保護作用
N,風扇聲音比較大，散熱有待改進。另外就是做工有待改進，這可能和國內生產商的技術有直接聯絡吧。
N,很一般，不太推薦。不過書名起的很好，誤導了我，我一直都很贊成要給孩子讀東西，養成閱讀的習慣。
P,"比較多，鈴聲大，來電聽說清楚.電話本和簡訊儲存量大,內屏還算豔麗."
N,酒店的裝修比較陳舊，房間的隔音，主要是衛生間的隔音非常差，只能算是一般的
N,1：內屏的顯示有時會有遲緩現象；2：在照片的拍攝質量上不是很出色。
P,輕便、小巧、配置不錯！ 送貨速度快，當天下午四點多下單，次日上午十點到貨。
N,usb介面只有三個，用起來有時不夠用的感覺，畢竟現在usb介面的外設居多。
P,08年2月份入住的大床房，非常滿意。的確是5星的水平，當時的價格也低。下次有機會還會去。
N,看了幾節，覺得不是我想要的。廢話太多
N,12寸感覺是小了點，眼睛不好的酌情考慮喲。VISTA仍舊感覺是雞肋，食之無味棄之可惜！
P,一直喝蒙牛，從未被超越。這個包裝好喜歡
N,只能說不是我想要的內容，應該是不適合我吧，不是很喜歡，只看了幾頁，就放到一邊了
P,正確答案就是~蒙牛香蕉奶特~聖誕豪禮公佈時間到嘍~恭喜
P,4k以內的本本，完美屏，鍵盤好，散熱優良。送的14.1的包，剛好裝下本本。
P,支援二狗，支援《黑道風雲20年》希望更多的人看到好的傳奇故事。
P,價效比很高，不經常玩遊戲的朋友可以試試，我月份幫同事買了一個聯想的，配置基本一致，花了4500。
N,剛看完，覺得很一般，沒有介紹什麼很有價值的職場規則。只能說很一般的書，完全靠炒作出來的。
P,經典的HP外觀，比較好看，配置在這個價位也是相當不錯了，45NM的CPU加獨顯
P,房間設施陳舊，沙發大概是50年代的，衛生間很小。早餐種類挺多，旋轉餐廳不錯，交通方便。
N,這不是一本完全無用的書，多少還是能得到些啟發。章節較小，公車上打發時間不錯~
P,因為喜歡，已推薦給同事朋友，送給小朋友是不錯的禮物。
N,1.不是和絃的鈴聲； 2.沒有振動功能；
P,這款筆記本麥克風可以和飛利浦（Philips）電腦麥克風SHM1000匹配？
P,大小適中，顏色亮麗。效能還算不錯，目前同等大小的上網本里配置算偏高的。速度也很快。
N,"實用性不強,看了幾頁就看不下去了."
N,"早餐很差勁,不過一般這種地方的四星也差不多就這樣了."
P,J6的噴漆經過處理的，是比較耐磨的。我喜歡這款手機的拍照，效果真的不錯。
P,優點太多了
N,國慶期間訂了副樓套房，差得不止一點點，傢俱破舊，電視機小得不得了，想象不出的簡陋
N,"我定了3本書,只收到1本,這本沒送貨,也不知理由"
P,樣子不錯，無亮點，數字鍵盤對於我這種靠數字吃飯的人來說是很方便的
P,好商家，好服務，好快速，好美的，好質量，好實惠，期待安裝後淋浴好舒服了
P,待機時間為是這款手機的最大亮點，40天的超長待機的確吸引人；鍵盤的手感很好。
P,外觀漂亮，電池比較耐用，硬碟很安靜（Seagate的，比msiU90的WD好）
P,管機場接送，住起來總體不錯，適合一般的客人，是那種大體不會出什麼問題的酒店。
N,補充一下：洗髮水也要自備。如果您認為洗潔精同樣可以洗髮的話，那就無所謂啦！
N,定了這麼久的書，沒遇到這樣的，舒適送給老人的，說是贈送全綵經脈圖根本就沒有。
N, 讓蒙牛去死吧
N,這是我第二次住該酒店，感覺明顯不如以前了，看來酒店的管理不夠。
P,哈哈哈哈也感謝移動特步百事蒙牛追風以純諾基亞這幾個代言商家，投票期間一直在幫我們宣傳打氣
N,沒有預裝視窗系統 散熱性一般 剛買完就發現現在送正版防毒軟體了
N,京東客服太差，一直打不通，因為是裝的DOS，還要自己重灌，再這樣下去會讓很多電腦小白轉向實體店的。
P,下單後第二天就送來了，贊！比想象的要好，不錯的上網本，還好配置是六芯電池，夠用哈哈
P,輕便，方便攜帶，效能也不錯，能滿足平時的工作需要，對出差人員來說非常不錯
N,剛買第二天就降價100～～ 上開心網的農夫果園flash會有點卡 沒有送贈品，那個內膽是貨物自帶的
N,服務人員的服務態度很不好，不按照酒店規定收取房費，並且亂收費，
N,VISTA系統，需要自己刻一個系統還原盤（剛開始用電腦會提示的），要是帶個恢復系統盤就好了~
P,最喜歡房間內的衛生間。大大的浴缸。浴缸內也帶花灑。很方便。獨立的淋浴房空間也很大。以後還會選擇的
N,不代言蒙牛可惜了 旁邊的汽車都是奶模……
P,每次住這個酒店的時候，總是給我免費升級，很有意思。房間很好，服務也不錯。下次來還會住在這裡。
N,xp系統是真不好裝，買回來幾天了，換了幾個人幫忙裝還是沒有效果，有點久久不能釋懷啊
N,選單設定粗糙，沒有條理。功能使用不便。說明書極其簡略。
N,牛奶喝的不爽，讓我莫名其妙說錯了話：“蒙牛好難喝啊，再也不買伊利了，去tmd雀巢。”
P,我喜歡它的造型，手感也不錯，還有鬧鐘設定。。。
P,總體上不錯，相當滿意。
N,"感動.還有錐心的悲哀.讀過就再也無法忘懷.很怕被拍成影視,毀掉心中美好的人物形象.太感動"
N,感覺就是一本流水帳，沒什麼特別突出的地方。
P,顯示效果很好！支援GPERS/WAP上網16和玄鈴聲11W畫素可儲存瀏覽網頁中的圖片！
N,抵制蒙牛！！
N,我們不喝蒙牛！
N,新機宕機白屏經銷商不給退換公司不給答覆
N,發現自己不是很喜歡，而且內容很少，雖然裝幀很好，不過下次不會買了，不如看多啦A夢！
N,蒙牛還沒倒閉？
N,很難喝，不如蒙牛的奶特? #美圖秀秀iPhone版#
P,蒙牛家換包裝了，挺好看，還是那個味，一盒牛奶就給自己打發了~
N,"圖畫,文字都不錯,尤其是畫面.對於小孩子來說,的確是一套不錯的圖畫書."
P,外觀不錯~   還沒發現什麼明顯的毛病 不開機看郵件這個有點意思
N,極差，4月1日買，4月12日壞。去售後，發現同時有3人在返場檢測！
N,"系統太難裝了,花了我一天時間.其它OK. 今天上來,又特價1999,更超值呀"
N,失望！以為是有具體的朗讀內容的書呢！結果根本沒有！略略翻了一下便扔到一邊了！失敗的購買！
P,價效比超高，早就想要這臺機子了，最後還是在這個買了，還敢上特價，不錯
P,原來還有蒙牛贊助啊。。。航展的機場好漂亮
N,我也早就不買蒙牛伊利了 早就把蒙牛拋棄了，伊利也是！ 最無恥的就是蒙牛，求抵制
N,"這本書並不適合我,整本都是不好笑的笑話,而且對記單詞根本沒什麼幫助,我還是記不住"
N,黑店啊！！！ 12點半 退房就要加收半天房費 還很橫 房間很暗！！！！比較舊！！
P,螢幕大，配置強悍，外觀還可以，散熱沒問題，華碩質量信得過，作為家用機非常不錯
N,講起來太痛苦了。累人。內容太雜了。
P,挺好的，就是說的是國貿店，可是離國貿的位置有些偏。
N,晚上喝蒙牛營養早餐奶是不是不太好
P,安全防護好、雙系統盤，不用擔心驅動問題、鍵盤好用、聯想客服服務態度真好！
N,和預期的差別很大，覺得有點不切實際，很多觀點沒有說服力，難以叫人產生共鳴
N,一個特殊的年代，一段刻骨的愛戀，一種壓抑的痛，山楂樹下的愛不單只是愛……
P,華碩承諾無亮點。送的滑鼠時羅技的。本子的散熱也比想象的好很多
N,光碟機聲音大，不知道是不是缺點？ 另外還有一點，所帶的指書軟體只能在一臺電腦上裝？
P,價錢還行！用著不錯！自提的MM好漂亮。服務態度好！機器沒問題！
P,等同於筆記本
P,散熱是相當不錯的 ，外觀比較滿意，價效比很高，實用性很好，能滿足日常需求。
N,蒙牛就是傻比
N,我日。蒙牛你是真不要臉到家了！正能量？我靠你也好意思說正能量？
N,蒙牛已經不是第一次出問題了，個人永遠抵制這種無良企業的所有產品!
P,好看就是好看嘛
N,一張驅動盤都沒有。。。。就算裝了VISTA，也能備份也不至於不給盤吧。
P,外型美觀。
N,塑料味重，機身較薄，用到現在有過一次藍屏！不知道什麼原因，觀察中。
P,蒙牛純牛奶+伊利原酸奶！ 美味無窮！
N,尼瑪。。。 悶牛嘛，駱駝的就挨踢！ 蒙牛只禍害內地人的做事真缺德 轉發微博
P,已經使用了兩天了，還沒有發現什麼問題，這款機器價效比還是蠻高的。
N,"贈全綵國家標準經..”為什麼不見贈品,難道是騙取別人購買嗎"
N,"噹噹書多,服務差,承諾退的書 還是沒有退"
N,記憶體小，開機風扇聲音大。預裝的linux系統一時還找不到使用者名稱和密碼。
P,蒙牛優益c，腸活動常年輕@熱門微博蒙牛優益c1
N,取景時滯現象較為嚴重，畫面顆粒感較重；先天性的鏡頭設計缺陷；重量達到165g。
N,酒店周圍環境差，內部也很舊，衛生不好，很髒，總之沒什麼好的，下次決不住這。
N,很失望，對故事的內容很失望，並沒有推薦的那麼好看  只是一般
P,外觀造型獨特，做工精湛；待機時間還可以；130萬畫素的攝像頭，短片拍攝效果極為出色。
N,書的中間少了好幾十頁。。。。。。。。。。。。：（要求退貨。。。
P,好評
P,房間面積很大，服務尚可，總的來說還滿意。
P,整體來說還是比較滿意的，散熱挺好，噪音也不大，執行VISTA也還算順暢
P,很不錯，是朋友介紹過來的，一家三口用起來很好，賣家服務挺好，繼續關注賣家。
P,蒙牛冠益乳，增強免疫力。@冠益乳
P,這個酒店是我們不少同事出差上海的首選，非常不錯。
P,本子不錯，價格便宜，發熱不大，功能齊全，完全能滿足家庭娛樂和普通用處了。
N,可惜不能提供winXP的驅動盤，重灌系統還得一個一個找一個一個下！有點麻煩！
N,房間很大味道，服務差，態度差，房單設施差~~永遠不會再去了。差就一個字
N,"我買了兩個月,就不能聽電話了,我都不知道怎麼回事情啊!!!"
N,不知道是我沒用 還是書沒用總之 沒用
N,包裝精美，內容華而不實，韓式幽默實在不怎麼樣！說不好聽，根本就是狗屁不通！
N,此款機型硬碟除了服務分割槽外只有一個主分割槽，think系列可以考慮出廠預裝系統時做好分割槽
P,"這本書本來是給女兒看的,後來全家都有興趣看,搶著看.很有意思呀."
N,鬧鐘不支援週期選擇；不支援藍芽無線傳輸；錄音時間太短。
P,"酒店的大堂環境比以前有所提高,可能是因為鮮花擺放的原因.房間的設施乾淨,清爽,很舒適."
N,單手操作起來非常不便。板載記憶體容量太小。搖桿短而且又滑，操作不舒服。
P,小，漂亮，鈴聲大
N,白打工!!!好累不會愛了〒_〒 @道長點亮索馬利亞小蒙牛吹起老胡君
N,"缺點就是電池不夠強大,記憶體少了點,還有就是無線網路的開關有點麻煩."
N,隨便翻了翻就放下了。坦白說。。圖畫不可愛。。。內容沒有仔細看。。不吸引我。。。
N,蒙牛真讓我心疼.
N,沒什麼意思。後悔中。可以不用看了。
P,續航能力強！ 外形也不錯，十分輕便 執行速度較我以前看過的大部分品牌上網本都要快
N,酒店實際的情況比網上要差，也許是因為太遠了。 而且前臺價比協程還便宜了十幾塊。真實山高皇帝遠了阿
P,"我買了臺V628,感覺還不錯,價格也很划算 才1180元`!"
N,沒有效率和服務的旅館，如果你恨他/她，就讓他/她住寧夏國際飯店
P,太逗了！看到蒙牛笑噴了
N,此書一般．沒有什麼意思．書名部分的內容很少一點．其他都是零散的其他內容．
N,感覺被人騙了這樣的作品帶給我的連我在別的部落格上看到一篇搞笑的文章都不如。
N,我是6月5號下的訂單，為什麼6月17號書還沒到？？
N,很久不喝蒙牛了…………
N,司空見慣的東西，有一種上當的感覺！
N,非常不喜歡這種文風，這種樸素直白的用詞。可是同事看了覺得非常好，感動的流淚。唉---------
N,1.MP3功能:不支援。2.紅外功能:不支援。3.藍芽功能:不支援。4.攝像頭畫素太可憐了。
N,都是誰說的好啊，我也買了。可是看不懂，我媽看了也說沒啥用。哎。。。。。。。。
N,二次購買，支援本地企業，可企業也沒支援我，給優惠些，還是和第一次一個價
N,我買了回來後，三個月內換了兩次主機板，現在還經常宕機。
N,畫面相當粗糙。不值。奇怪為何得到如此推崇。
N,怎麼還沒到貨？？？？？？？？？？？？？
N, 蒙牛只禍害內地人的做事真缺德 轉發微博
P,作工精緻！價格厚道！ XP、驅動、全搞定，有問題的可以加群8757013諮詢！群內有高手！
P,此款手機很漂亮，通話時的音質很好，沒有雜音呀。怎麼說呢，適合低收入人群使用。或是年輕的女孩子用。
N,不到一年就壞了.
N,不要臉，繼續抵制蒙牛伊利
P,電熱水器收到了認真檢查一下質量很好客服態度也好發貨快
N,看了1/3的內容了，感覺都是摘抄別書內容，沒有什麼自身美容經驗之談，湊字賺錢的嫌疑較大。
N,外形有點變形，中間凸。上蓋合不緊，執行速度慢，可能記憶體小的緣故
N,太膚淺，及其失望，想不明白為什麼那麼暢銷
P,薇薇你超好的。你家的小狗還在麼？泡總去摘草莓送薇媽媽蒙牛還是伊利！
N,"上當受騙,買的時候沒仔細看,不是張愛玲的小說."
P,價位合適，螢幕好，散熱不錯，開一早上不覺得很熱，尤其現在是夏天
N,橫批：酒鬼吹牛 回覆 哈哈，酒對牛，牛！ 這個妙！蒙牛人產蒙牛，蒙牛嘴上吹牛。
P,好喜歡蒙牛的新包裝！！！
N,蒙牛伊利不敢喝
N,沒有期待的那麼好看．覺得炒作更多點。
N,如果你在小學學過英語，那麼這本書對你毫無用處
N,硬體設施還可以，服務很‘好’ ，一個晚上竟然打了好幾個電話上來問需不需要小姐服務。。。。。。
P,酒店位置好，環境可以，房間就是小了點，不過出差住在這裡是很不錯的選擇。
P,地理位置優越，服務員態度也相當不錯。值得推薦。
P,"我拿回去重灌XP,安裝驅動順利，散熱不錯.噪音很小，無亮點 我對此本非常滿意"
P,機子還行，替朋友買的 京東速度不錯，下午的訂單隔天上午就送到了 贊一個
