編號,詞,TF,DF
1437,性的,216,205
1438,取代,215,172
1439,也能,215,186
1440,自然,215,164
1441,百億,215,166
1442,理人,215,164
1443,本的,215,193
1444,進軍,214,165
1445,特色,214,166
1446,是最,214,194
1447,日在,214,198
1448,就能,213,192
1449,也在,213,204
1450,不但,213,189
1451,高通,213,91
1452,都不,213,187
1453,本土,213,151
1454,日宣,213,209
1455,成果,213,186
1456,工的,212,166
1457,內的,212,179
1458,處分,212,127
1459,用電,212,105
1460,生的,212,179
1461,洗錢,212,71
1462,拿下,212,177
1463,意見,212,165
1464,小米,211,58
1465,將以,211,193
1466,園區,211,122
1467,也要,211,192
1468,等於,211,194
1469,的客,211,179
1470,在這,210,192
1471,台廠,210,134
1472,人認,210,191
1473,但因,210,199
1474,上班,210,131
1475,不得,210,167
1476,阿里,210,70
1477,造業,210,109
1478,聯貸,210,71
1479,細胞,210,42
1480,的保,210,131
1481,為國,210,185
1482,激烈,210,183
1483,波動,210,162
1484,本業,210,145
1485,是為,210,190
1486,年新,209,181
1487,友才,209,50
1488,蔡友,209,50
1489,範圍,209,174
1490,尹衍,208,45
1491,契約,208,122
1492,反應,208,159
1493,駕駛,208,95
1494,額度,208,118
1495,陸市,208,154
1496,衍樑,208,45
1497,考慮,208,169
1498,濟成,208,137
1499,樂視,208,32
1500,標的,208,163
1501,日起,208,170
1502,委託,207,124
1503,增長,207,159
1504,看法,207,183
1505,望能,207,175
1506,普遍,207,194
1507,普的,207,123
1508,度的,206,187
1509,就有,206,189
1510,如此,206,193
1511,即可,206,177
1512,初期,206,165
1513,晶電,206,72
1514,核准,206,136
1515,推升,206,177
1516,接任,206,144
1517,基因,205,46
1518,力量,205,150
1519,務員,205,72
1520,前在,205,192
1521,伺服,205,99
1522,上看,205,174
1523,親自,205,178
1524,第四,205,173
1525,治理,205,99
1526,是以,205,192
1527,多人,204,170
1528,回升,204,163
1529,合約,204,139
1530,和泰,204,51
1531,保障,204,137
1532,鋼廠,204,80
1533,聚焦,204,178
1534,月減,204,131
1535,搶攻,204,171
1536,官方,203,140
1537,國市,203,163
1538,保證,203,116
1539,能否,203,180
1540,會理,203,143
1541,利基,202,157
1542,三方,202,106
1543,電源,202,90
1544,金屬,202,102
1545,認列,202,140
1546,董座,202,118
1547,穿戴,202,110
1548,的智,202,150
1549,登場,202,186
1550,持平,202,165
1551,技業,202,135
1552,找到,202,161
1553,展出,201,140
1554,同的,201,164
1555,公共,201,106
1556,位於,201,172
1557,適用,201,130
1558,蔡明,201,71
1559,能的,201,166
1560,產值,201,128
1561,正面,201,179
1562,會將,201,184
1563,實力,200,168
1564,大增,200,174
1565,全新,200,168
1566,觸控,200,92
1567,的年,200,171
1568,然而,200,174
1569,最低,200,150
1570,單一,199,183
1571,三季,199,132
1572,門市,199,92
1573,淨值,199,104
1574,會昨,199,171
1575,於今,199,189
1576,季減,198,126
1577,在第,198,181
1578,員表,198,145
1579,加班,198,61
1580,來源,198,167
1581,人指,198,173
1582,也因,198,181
1583,開幕,198,138
1584,華銀,198,87
1585,灣市,198,145
1586,更有,198,180
1587,東京,198,117
1588,服器,198,94
1589,有三,198,182
1590,富士,197,80
1591,四年,197,153
1592,並非,197,183
1593,上任,197,147
1594,車的,197,106
1595,跨境,197,83
1596,買氣,197,132
1597,售量,196,133
1598,雇主,196,52
1599,證交,196,106
1600,的銷,196,141
1601,焦點,196,172
1602,改革,196,109
1603,是不,196,176
1604,影像,195,110
1605,年業,195,174
1606,在日,195,156
1607,品線,195,149
1608,其次,195,172
1609,視為,195,175
1610,已成,194,176
1611,雙鏡,194,63
1612,與中,194,159
1613,爭議,194,127
1614,法律,194,133
1615,各地,193,165
1616,再加,193,176
1617,元件,193,116
1618,信業,193,119
1619,銷量,193,132
1620,能量,193,155
1621,程度,193,164
1622,會比,193,169
1623,大漲,192,130
1624,商店,192,115
1625,協議,192,144
1626,印尼,192,95
1627,全數,192,165
1628,部位,192,107
1629,車廠,192,95
1630,當年,192,147
1631,更好,192,170
1632,截至,192,181
1633,床試,191,64
1634,年期,191,111
1635,帳戶,191,85
1636,年台,191,155
1637,已在,191,180
1638,子商,191,120
1639,外勞,191,22
1640,南山,191,58
1641,變成,191,164
1642,的風,191,152
1643,的銀,191,139
1644,的數,191,150
1645,強勁,190,164
1646,延伸,190,161
1647,市值,190,103
1648,回收,190,88
1649,創歷,190,145
1650,也讓,190,169
1651,主導,190,157
1652,農曆,190,146
1653,有些,190,151
1654,意的,190,179
1655,年每,189,154
1656,市公,189,149
1657,合理,189,142
1658,下午,189,155
1659,醫學,189,84
1660,都可,189,167
1661,續發,189,155
1662,的消,189,163
1663,的原,189,172
1664,球市,189,152
1665,正常,189,157
1666,從事,188,140
1667,年可,188,168
1668,位金,188,97
1669,預測,188,143
1670,解盲,188,56
1671,螢幕,188,118
1672,菲律,188,89
1673,興趣,188,163
1674,監事,188,120
1675,獎金,188,97
1676,無人,188,88
1677,是大,188,179
1678,律賓,188,89
1679,尺竿,187,48
1680,周邊,187,147
1681,不排,187,166
1682,不再,187,170
1683,走勢,187,145
1684,紡織,187,63
1685,的利,187,158
1686,產的,187,158
1687,更大,187,170
1688,新廠,187,88
1689,延續,186,170
1690,堅持,186,136
1691,各項,186,168
1692,傳輸,186,97
1693,像是,186,169
1694,假日,186,87
1695,做出,186,159
1696,連結,186,145
1697,資公,186,108
1698,行車,186,62
1699,竿頭,186,48
1700,疾病,186,66
1701,百尺,186,48
1702,形成,185,164
1703,信銀,185,70
1704,體的,185,158
1705,穩健,185,159
1706,檢討,185,120
1707,期貨,185,62
1708,手續,185,89
1709,惠於,185,163
1710,鴻夏,184,88
1711,者表,184,145
1712,紫光,184,48
1713,稅前,184,100
1714,業人,184,128
1715,成員,184,135
1716,小組,183,97
1717,季合,183,131
1718,危機,183,146
1719,台南,183,92
1720,動作,183,155
1721,前年,183,151
1722,現象,183,156
1723,比例,183,150
1724,業經,183,148
1725,機市,183,132
1726,會是,183,168
1727,有多,183,169
1728,投顧,183,111
1729,外銷,182,119
1730,塑集,182,66
1731,驅動,182,115
1732,計師,182,101
1733,終端,182,146
1734,理念,182,122
1735,法令,182,123
1736,櫃買,182,78
1737,徵才,181,59
1738,工資,181,70
1739,團旗,181,160
1740,台達,181,48
1741,全部,181,160
1742,動力,181,154
1743,別是,181,173
1744,依據,181,159
1745,主持,181,159
1746,體系,181,137
1747,賺錢,181,138
1748,股稅,181,146
1749,精準,181,120
1750,百萬,181,141
1751,生物,181,105
1752,最終,181,149
1753,時的,181,163
1754,戰略,181,129
1755,後淨,180,126
1756,基亞,180,56
1757,回溫,180,149
1758,優先,180,138
1759,這種,180,154
1760,的品,180,137
1761,用在,180,145
1762,有可,180,169
1763,會中,180,152
1764,合資,179,119
1765,交流,179,132
1766,衝刺,179,153
1767,能有,179,170
1768,職務,179,132
1769,程中,179,147
1770,的三,179,163
1771,球最,179,142
1772,櫃公,179,125
1773,是有,179,165
1774,季每,178,121
1775,名單,178,120
1776,主辦,178,127
1777,上櫃,178,135
1778,上午,178,152
1779,解釋,178,162
1780,言人,178,161
1781,的A,178,137
1782,灣金,178,102
1783,照明,178,63
1784,殖利,178,89
1785,期成,178,153
1786,帶領,178,154
1787,定要,177,154
1788,培養,177,146
1789,大會,177,131
1790,即時,177,132
1791,台商,177,104
1792,藉此,177,166
1793,股市,177,116
1794,滿足,177,168
1795,液晶,177,97
1796,本支,177,92
1797,引起,177,161
1798,季財,176,137
1799,公室,176,130
1800,修法,176,93
1801,電力,176,82
1802,開拓,176,150
1803,設置,176,122
1804,補助,176,106
1805,疑慮,176,137
1806,更加,176,164
1807,司治,175,85
1808,個股,175,113
1809,主題,175,134
1810,財富,175,90
1811,泰車,175,45
1812,廢鋼,175,27
1813,心的,175,161
1814,年產,174,118
1815,山銀,174,58
1816,季業,174,133
1817,增資,174,100
1818,但在,174,163
1819,一位,174,130
1820,讓台,174,146
1821,萬張,174,98
1822,球第,174,140
1823,成熟,174,141
1824,幣匯,173,67
1825,團總,173,138
1826,商的,173,160
1827,喜歡,173,125
1828,分配,173,115
1829,副董,173,145
1830,到的,173,155
1831,不論,173,162
1832,的財,173,146
1833,的服,173,129
1834,有兩,173,166
1835,已達,172,156
1836,年有,172,162
1837,前進,172,154
1838,交所,172,91
1839,三家,172,132
1840,身分,172,115
1841,計今,172,156
1842,董監,172,101
1843,與大,172,151
1844,續費,172,77
1845,組裝,172,109
1846,的競,172,153
1847,的現,172,151
1848,年也,171,159
1849,各大,171,152
1850,貨櫃,171,58
1851,藝術,171,71
1852,組合,171,140
1853,策會,171,77
1854,此案,171,128
1855,榮集,171,60
1856,必要,171,157
1857,工時,170,69
1858,小型,170,127
1859,場需,170,148
1860,周年,170,89
1861,咖啡,170,77
1862,亮眼,170,154
1863,低價,170,126
1864,辦法,170,141
1865,適合,170,149
1866,走向,170,151
1867,能電,170,77
1868,版圖,170,141
1869,工智,169,66
1870,娛樂,169,117
1871,加工,169,92
1872,事情,169,131
1873,不一,169,145
1874,預算,169,100
1875,近日,169,150
1876,越鋼,169,18
1877,跟著,169,153
1878,資安,169,45
1879,規畫,169,139
1880,每天,169,137
1881,助於,168,144
1882,關的,168,158
1883,鋼價,168,70
1884,照顧,168,106
1885,業投,168,112
1886,彈性,167,136
1887,展覽,167,79
1888,大多,167,147
1889,四成,167,146
1890,作夥,167,136
1891,追求,167,139
1892,臉書,167,89
1893,腳步,167,156
1894,職場,167,77
1895,維修,167,68
1896,精密,167,103
1897,的意,167,155
1898,率高,167,152
1899,牌的,167,134
1900,清楚,167,139
1901,會與,167,156
1902,會提,167,151
1903,有所,167,151
1904,政治,167,118
1905,教師,167,34
1906,成以,167,146
1907,廣達,167,56
1908,單價,166,116
1909,加薪,166,55
1910,之下,166,151
1911,質疑,166,130
1912,貶值,166,99
1913,立即,166,143
1914,的研,166,130
1915,現階,166,149
1916,爆發,166,147
1917,民進,166,74
1918,東森,166,26
1919,最好,166,151
1920,房貸,166,49
1921,房市,166,64
1922,情形,166,142
1923,商用,165,106
1924,進而,165,152
1925,許可,165,92
1926,計劃,165,139
1927,行董,165,134
1928,要在,165,155
1929,紛紛,165,158
1930,等三,165,151
1931,的全,165,156
1932,率為,165,131
1933,為新,165,153
1934,水泥,165,30
1935,正吳,165,51
1936,時候,165,137
1937,整併,165,90
1938,戴正,165,51
1939,意義,165,128
1940,展示,164,121
1941,季獲,164,120
1942,士康,164,60
1943,場上,164,146
1944,利潤,164,128
1945,出任,164,125
1946,五成,164,143
1947,並且,164,144
1948,進黨,164,72
1949,設定,164,125
1950,處於,164,147
1951,矽晶,164,65
1952,的規,164,155
1953,決策,164,115
1954,新低,164,124
1955,攀升,164,144
1956,年金,164,78
1957,市的,163,144
1958,對大,163,107
1959,區的,163,133
1960,免費,163,104
1961,免疫,163,36
1962,一條,163,133
1963,餐廳,163,83
1964,鋼筋,163,33
1965,較上,163,128
1966,興建,163,106
1967,確保,163,144
1968,怎麼,163,129
1969,年出,162,136
1970,家銀,162,107
1971,尋找,162,144
1972,如預,162,149
1973,國產,162,97
1974,再生,162,58
1975,供給,162,129
1976,調薪,162,37
1977,課程,162,88
1978,立的,162,143
1979,的小,162,130
1980,現行,162,132
1981,特殊,162,132
1982,物流,162,84
1983,明確,162,140
1984,果i,162,132
1985,廠區,161,88
1986,家族,161,81
1987,外電,161,115
1988,夏戀,161,79
1989,升息,161,76
1990,升值,161,86
1991,前往,161,129
1992,六成,161,137
1993,不利,161,138
1994,進駐,161,115
1995,農業,161,68
1996,負債,161,92
1997,真的,161,134
1998,率達,161,144
1999,本額,161,115
2000,收比,161,134
2001,提案,161,102
2002,年中,160,131
2003,及台,160,150
2004,上下,160,142
2005,電廠,160,69
2006,補貼,160,88
2007,西亞,160,92
2008,興市,160,115
2009,與其,160,152
2010,結盟,160,124
2011,社長,160,91
2012,私募,160,81
2013,的開,160,144
2014,真正,160,132
2015,相信,160,144
2016,獨家,160,113
2017,歷年,160,123
2018,既有,160,145
2019,新任,160,123
2020,年時,159,141
2021,幅成,159,146
2022,女性,159,73
2023,地震,159,83
2024,在一,159,146
2025,來新,159,142
2026,一種,159,130
2027,上月,159,126
2028,車款,159,70
2029,貿協,159,60
2030,簽署,159,113
2031,給付,159,64
2032,率先,159,146
2033,機晶,159,82
2034,案的,159,145
2035,月開,159,148
2036,會責,159,77
2037,會持,159,148
2038,有品,159,98
2039,年推,158,135
2040,將與,158,147
2041,外的,158,148
2042,困難,158,135
2043,啟惠,158,27
2044,人次,158,95
2045,來到,158,142
2046,預定,158,137
2047,關產,158,142
2048,翁啟,158,27
2049,程式,158,87
2050,理財,158,87
2051,學院,157,103
2052,定位,157,121
2053,合庫,157,67
2054,他認,157,135
2055,做到,157,131
2056,事實,157,138
2057,遠東,157,75
2058,還可,157,151
2059,邦人,157,72
2060,續成,157,139
2061,為中,157,141
2062,洽談,157,116
2063,提到,157,137
2064,才有,157,141
2065,利差,156,81
2066,說是,156,144
2067,聯電,156,64
2068,習慣,156,131
2069,監理,156,94
2070,的前,156,148
2071,由台,156,132
2072,於第,156,136
2073,季稅,155,107
2074,大關,155,141
2075,大眾,155,117
2076,合的,155,136
2077,創立,155,119
2078,際大,155,121
2079,運算,155,98
2080,萬輛,155,63
2081,立董,155,81
2082,海董,155,144
2083,旗艦,155,109
2084,是由,155,144
2085,整個,155,134
2086,影視,155,55
2087,年大,154,145
2088,在去,154,140
2089,上揚,154,133
2090,長王,154,135
2091,較大,154,142
2092,資通,154,62
2093,能產,154,98
2094,致力,154,136
2095,用率,154,117
2096,牌廠,154,112
2097,泰集,154,60
2098,淨損,154,71
2099,檢查,154,80
2100,案件,154,111
2101,月中,154,136
2102,後一,153,136
2103,到一,153,135
2104,做好,153,139
2105,了一,153,133
2106,下周,153,108
2107,長李,153,138
2108,股行,153,83
2109,等地,153,143
2110,業機,153,114
2111,服員,153,45
2112,回饋,152,110
2113,地的,152,137
2114,向上,152,141
2115,信義,152,65
2116,人表,152,140
2117,上線,152,103
2118,二年,152,117
2119,馬來,152,87
2120,電的,152,122
2121,障礙,152,94
2122,閱讀,152,79
2123,都要,152,135
2124,通部,152,80
2125,距離,152,127
2126,這一,152,130
2127,買中,152,77
2128,率的,152,132
2129,會通,152,139
2130,架構,152,113
2131,是很,152,135
2132,搭載,152,114
2133,收成,152,123
2134,外市,151,121
2135,外匯,151,87
2136,在市,151,141
2137,千萬,151,128
2138,價的,151,134
2139,共有,151,139
2140,做為,151,139
2141,二成,151,130
2142,餘額,151,81
2143,高價,151,110
2144,總計,151,136
2145,米製,151,70
2146,絕對,151,132
2147,空服,151,45
2148,的手,151,124
2149,央銀,150,126
2150,來西,150,86
2151,難以,150,141
2152,近來,150,133
2153,跌幅,150,94
2154,賣出,150,99
2155,簽訂,150,106
2156,秘書,150,129
2157,照護,150,69
2158,有線,150,58
2159,會成,150,129
2160,新款,150,104
2161,承諾,150,127
2162,崛起,149,134
2163,報酬,149,105
2164,反而,149,133
2165,參考,149,130
2166,名的,149,141
2167,利息,149,98
2168,一段,149,132
2169,顯著,149,128
2170,長吳,149,134
2171,發金,149,52
2172,深耕,149,134
2173,業成,149,114
2174,擴張,149,117
2175,已是,148,138
2176,域的,148,129
2177,團的,148,129
2178,別為,148,131
2179,低迷,148,131
2180,們的,148,116
2181,他表,148,135
2182,也都,148,134
2183,不願,148,142
2184,上網,148,89
2185,來也,148,144
2186,類似,148,131
2187,這麼,148,127
2188,豐富,148,129
2189,讓他,148,114
2190,自由,148,117
2191,線電,148,58
2192,組成,148,123
2193,的董,148,116
2194,界人,148,124
2195,流程,148,124
2196,求的,148,136
2197,業在,148,130
2198,有新,148,140
2199,揭露,148,100
2200,於中,148,138
2201,市政,147,101
2202,大客,147,118
2203,外國,147,95
2204,回到,147,135
2205,勞資,147,65
2206,北報,147,141
2207,優質,147,126
2208,交割,147,73
2209,上升,147,121
2210,都更,147,30
2211,這兩,147,137
2212,聲明,147,94
2213,生意,147,106
2214,為何,147,129
2215,民間,147,110
2216,更高,147,136
2217,日股,147,132
2218,月以,147,128
2219,屆時,146,137
2220,型態,146,105
2221,動裝,146,104
2222,共識,146,125
2223,企銀,146,50
2224,並將,146,142
2225,不大,146,138
2226,音樂,146,46
2227,製作,146,90
2228,股的,146,120
2229,簡單,146,126
2230,相同,146,137
2231,激勵,146,120
2232,打入,146,125
2233,慧城,146,46
2234,大尺,145,89
2235,各界,145,122
2236,台的,145,125
2237,刺激,145,127
2238,八成,145,127
2239,一的,145,137
2240,陸資,145,46
2241,認定,145,89
2242,行公,145,105
2243,與日,145,129
2244,航太,145,50
2245,統的,145,127
2246,培育,144,109
2247,多少,144,119
2248,團董,144,130
2249,負擔,144,129
2250,覺得,144,112
2251,當然,144,122
2252,營團,144,102
2253,業社,144,75
2254,業模,144,106
2255,望在,144,136
2256,收盤,144,126
2257,投票,144,56
2258,往來,143,100
2259,將推,143,128
2260,審會,143,63
2261,在高,143,126
2262,南金,143,59
2263,十大,143,98
2264,出爐,143,133
2265,到期,143,99
2266,以往,143,126
2267,一半,143,128
2268,顧客,143,79
2269,都能,143,128
2270,轉為,143,124
2271,費性,143,112
2272,術的,143,118
2273,能是,143,129
2274,綜合,143,111
2275,等產,143,137
2276,的結,143,126
2277,的外,143,132
2278,當中,143,127
2279,獨董,143,46
2280,林全,143,73
2281,有成,143,137
2282,擴增,143,117
2283,所需,143,134
2284,所得,143,88
2285,年稅,142,112
2286,存在,142,125
2287,再創,142,122
2288,主流,142,117
2289,上游,142,113
2290,一是,142,124
2291,七成,142,128
2292,高速,142,93
2293,能讓,142,127
2294,縮減,142,110
2295,的理,142,112
2296,漢微,142,37
2297,泰人,142,77
2298,業與,142,132
2299,收達,142,118
2300,投審,142,61
2301,慧家,142,82
2302,微科,142,37
2303,將達,141,124
2304,受訪,141,102
2305,南向,141,69
2306,前五,141,104
2307,保持,141,126
2308,人生,141,97
2309,仍在,141,129
2310,主打,141,118
2311,一名,141,125
2312,體業,141,107
2313,首先,141,135
2314,銘宗,141,61
2315,較前,141,113
2316,資策,141,77
2317,能與,141,135
2318,罷工,141,43
2319,管制,141,73
2320,科學,141,92
2321,的領,141,124
2322,界的,141,128
2323,民營,141,108
2324,每噸,141,36
2325,曾銘,141,61
2326,會再,141,131
2327,於大,141,130
2328,收可,141,122
2329,排放,141,66
2330,復甦,141,103
2331,大規,140,124
2332,商銀,140,85
2333,克華,140,62
2334,全家,140,62
2335,丁克,140,62
2336,辦的,140,136
2337,財產,140,75
2338,蔡英,140,107
2339,自家,140,117
2340,股淨,140,78
2341,的能,140,116
2342,癌症,140,52
2343,業部,140,100
2344,條款,140,67
2345,期望,140,118
2346,更新,140,95
2347,是他,140,118
2348,拿到,140,113
2349,才是,140,122
2350,國民,139,98
2351,原先,139,125
2352,到台,139,124
2353,僅有,139,131
2354,上路,139,105
2355,下單,139,103
2356,際市,139,108
2357,金董,139,95
2358,論是,139,130
2359,表達,139,117
2360,熱門,139,123
2361,爭對,139,119
2362,為大,139,130
2363,歐盟,139,69
2364,本身,139,126
2365,接近,139,127
2366,國煒,138,37
2367,反彈,138,100
2368,動下,138,131
2369,一開,138,117
2370,促使,138,117
2371,來不,138,132
2372,陸的,138,112
2373,運輸,138,91
2374,社群,138,91
2375,程師,138,87
2376,祭出,138,122
2377,的美,138,117
2378,的特,138,121
2379,監控,138,89
2380,的法,138,117
2381,現任,138,107
2382,歡迎,138,118
2383,機台,138,75
2384,會後,138,124
2385,普及,138,106
2386,搶進,138,120
2387,數成,138,118
2388,很難,138,130
2389,就要,137,125
2390,將由,137,124
2391,安排,137,118
2392,多項,137,122
2393,具機,137,41
2394,促進,137,114
2395,一點,137,115
2396,一季,137,96
2397,高點,137,117
2398,體設,137,82
2399,部會,137,99
2400,造的,137,117
2401,近一,137,124
2402,誠品,137,21
2403,行法,137,114
2404,華車,137,50
2405,每周,137,77
2406,機場,137,71
2407,朋友,137,105
2408,D面,137,51
2409,據悉,137,123
2410,技公,137,86
2411,年齡,137,87
2412,得到,136,122
2413,山人,136,57
2414,嚴格,136,113
2415,出資,136,93
2416,到大,136,121
2417,上限,136,94
2418,里巴,136,65
2419,認購,136,71
2420,萬支,136,60
2421,精品,136,70
2422,等國,136,117
2423,究所,136,109
2424,移動,136,94
2425,的設,136,105
2426,看待,136,122
2427,的信,136,121
2428,是中,136,132
2429,於上,136,124
2430,收到,136,114
2431,年就,135,120
2432,巴巴,135,64
2433,務部,135,94
2434,及中,135,124
2435,區塊,135,40
2436,勢必,135,128
2437,前景,135,121
2438,來最,135,120
2439,以外,135,125
2440,中嘉,135,31
2441,不好,135,116
2442,關心,135,108
2443,都將,135,131
2444,通常,135,110
2445,的交,135,108
2446,無論,135,120
2447,特性,135,113
2448,於新,135,125
2449,方便,135,112
2450,推估,135,117
2451,式的,134,114
2452,年會,134,108
2453,少數,134,124
2454,定存,134,38
2455,增至,134,112
2456,勞基,134,65
2457,出一,134,128
2458,仍是,134,127
2459,但也,134,130
2460,二大,134,118
2461,還不,134,123
2462,過一,134,126
2463,網通,134,82
2464,續推,134,120
2465,的角,134,121
2466,的應,134,108
2467,的出,134,116
2468,業外,134,105
2469,於是,134,118
2470,方支,134,47
2471,控管,134,93
2472,基法,133,64
2473,型的,133,118
2474,具體,133,112
2475,前盈,133,72
2476,身為,133,124
2477,視面,133,48
2478,複合,133,90
2479,萬公,133,57
2480,續擴,133,122
2481,矚目,133,128
2482,的趨,133,120
2483,石化,133,51
2484,生醫,133,60
2485,涵蓋,133,120
2486,專注,132,111
2487,務長,132,108
2488,台企,132,45
2489,備貨,132,92
2490,以提,132,122
2491,面的,132,123
2492,開會,132,104
2493,違反,132,101
2494,角度,132,115
2495,要做,132,110
2496,萬片,132,66
2497,自主,132,95
2498,能會,132,124
2499,籌資,132,72
2500,相機,132,80
2501,的態,132,123
2502,的好,132,122
2503,期將,132,127
2504,支撐,132,116
2505,審議,131,79
2506,就像,131,110
2507,在此,131,125
2508,四個,131,114
2509,力推,131,114
2510,依照,131,119
2511,但仍,131,127
2512,事務,131,110
2513,青年,131,68
2514,還在,131,120
2515,與夏,131,80
2516,益率,131,75
2517,的獲,131,123
2518,的政,131,112
2519,的可,131,117
2520,為止,131,127
2521,月稅,131,49
2522,差距,130,103
2523,實質,130,102
2524,大金,130,83
2525,匯款,130,42
2526,則有,130,119
2527,也沒,130,119
2528,並在,130,125
2529,行總,130,103
2530,約有,130,117
2531,約分,130,73
2532,的表,130,120
2533,的兩,130,121
2534,玩家,130,50
2535,王品,130,17
2536,春節,130,95
2537,延長,130,98
2538,年都,130,119
2539,律師,129,81
2540,富管,129,63
2541,就不,129,116
2542,客人,129,63
2543,但這,129,122
2544,之際,129,116
2545,休假,129,57
2546,上台,129,116
2547,開賣,129,88
2548,附加,129,91
2549,銀的,129,109
2550,還會,129,121
2551,跨入,129,99
2552,證實,129,113
2553,訂定,129,107
2554,衍生,129,89
2555,盤中,129,97
2556,當初,129,117
2557,檢視,129,106
2558,業額,129,93
2559,月初,129,118
2560,很好,128,113
2561,廠房,128,89
2562,利表,128,119
2563,其是,128,119
2564,值的,128,109
2565,人都,128,115
2566,交量,128,83
2567,下修,128,101
2568,避險,128,58
2569,退出,128,98
2570,解讀,128,110
2571,融服,128,90
2572,確認,128,103
2573,的自,128,107
2574,直播,128,33
2575,環球,128,37
2576,特定,128,105
2577,文件,128,76
2578,想法,128,113
2579,基於,127,121
2580,因而,127,118
2581,器材,127,56
2582,可期,127,111
2583,周五,127,100
2584,不用,127,113
2585,不容,127,121
2586,較於,127,117
2587,評論,127,105
2588,訴求,127,89
2589,計前,127,87
2590,與新,127,108
2591,於預,127,106
2592,會不,127,116
2593,方法,127,102
2594,提醒,127,107
2595,接觸,127,110
2596,接班,127,68
2597,想要,127,116
2598,循環,127,97
2599,得注,127,125
2600,大舉,126,115
2601,培訓,126,74
2602,士指,126,113
2603,在的,126,115
2604,品與,126,105
2605,參展,126,69
2606,優秀,126,102
2607,再次,126,112
2608,代的,126,112
2609,便宜,126,106
2610,高齡,126,62
2611,頻道,126,43
2612,邁向,126,115
2613,逐年,126,100
2614,良好,126,116
2615,能性,126,101
2616,營的,126,114
2617,灣企,126,86
2618,歷經,126,122
2619,放量,126,90
2620,收將,126,113
2621,提款,126,45
2622,成效,126,112
2623,將進,125,121
2624,尋求,125,110
2625,外幣,125,59
2626,境外,125,52
2627,報名,125,75
2628,力成,125,53
2629,話題,125,108
2630,背景,125,110
2631,缺貨,125,68
2632,經銷,125,75
2633,經歷,125,107
2634,的效,125,116
2635,的心,125,114
2636,特斯,125,41
2637,業群,125,92
2638,業及,125,110
2639,會更,125,115
2640,時程,125,100
2641,斯拉,125,42
2642,於市,125,111
2643,建構,124,97
2644,國電,124,82
2645,外商,124,90
2646,國發,124,81
2647,台電,124,45
2648,參股,124,52
2649,互聯,124,75
2650,主的,124,115
2651,隨時,124,109
2652,還沒,124,112
2653,配備,124,73
2654,轉虧,124,100
2655,股公,124,58
2656,福利,124,100
2657,申報,124,69
2658,灣產,124,96
2659,林文,124,34
2660,月獲,124,54
2661,日的,124,107
2662,於國,124,111
2663,子支,123,39
2664,地產,123,84
2665,售業,123,83
2666,否則,123,112
2667,加快,123,112
2668,利多,123,97
2669,凱基,123,65
2670,不變,123,109
2671,七天,123,45
2672,鬆綁,123,75
2673,際化,123,87
2674,贊助,123,69
2675,觀看,123,104
2676,若能,123,117
2677,與美,123,102
2678,群聯,123,22
2679,的比,123,115
2680,潛在,123,99
2681,每一,123,112
2682,機率,123,101
2683,新竹,123,57
2684,文淵,123,33
2685,收年,123,103
2686,擴展,123,110
2687,年銷,123,91
2688,年已,122,118
2689,動通,122,93
2690,及大,122,113
2691,博士,122,72
2692,列為,122,103
2693,促銷,122,85
2694,二個,122,113
2695,不在,122,108
2696,面積,122,86
2697,陷入,122,111
2698,通知,122,98
2699,近幾,122,113
2700,轉向,122,114
2701,舉例,122,120
2702,緬甸,122,31
2703,細節,122,103
2704,管道,122,104
2705,等大,122,115
2706,知識,122,87
2707,的內,122,104
2708,率約,122,109
2709,是新,122,118
2710,手中,122,110
2711,季毛,121,94
2712,天股,121,112
2713,場人,121,103
2714,單的,121,105
2715,其餘,121,116
2716,公債,121,36
2717,人機,121,68
2718,他強,121,113
2719,長黃,121,109
2720,購的,121,105
2721,資案,121,87
2722,資方,121,77
2723,融市,121,101
2724,落在,121,114
2725,若是,121,97
2726,者是,121,121
2727,等四,121,112
2728,的精,121,111
2729,的空,121,106
2730,產量,121,83
2731,的實,121,114
2732,的同,121,109
2733,曾經,121,105
2734,新銀,121,52
2735,幹部,121,70
2736,已開,120,118
2737,在上,120,111
2738,同一,120,103
2739,人類,120,70
2740,個國,120,107
2741,主軸,120,104
2742,中油,120,32
2743,額為,120,98
2744,電機,120,86
2745,量的,120,113
2746,要因,120,114
2747,老闆,120,78
2748,者指,120,101
2749,的日,120,108
2750,涉及,120,101
2751,泰世,120,59
2752,母公,120,94
2753,款利,120,69
2754,業生,120,90
2755,月份,120,69
2756,放寬,120,76
2757,感受,120,103
2758,意味,120,112
2759,年更,119,106
2760,年合,119,106
2761,委會,119,77
2762,天的,119,108
2763,在電,119,99
2764,大中,119,78
2765,在公,119,110
2766,加持,119,108
2767,健身,119,30
2768,並提,119,113
2769,金流,119,87
2770,財經,119,60
2771,貸案,119,53
2772,變數,119,103
2773,花旗,119,41
2774,脫歐,119,55
2775,經常,119,90
2776,用品,119,79
2777,父親,119,74
2778,滲透,119,90
2779,為一,119,115
2780,期限,119,93
2781,形象,119,81
2782,山金,118,40
2783,封裝,118,75
2784,定成,118,107
2785,對中,118,93
2786,大部,118,107
2787,多次,118,108
2788,在當,118,101
2789,否有,118,107
2790,化與,118,100
