編號,詞,TF,DF
21621,廠產,186,165
21622,影師,186,117
21623,已突,186,179
21624,常營,186,156
21625,專櫃,186,130
21626,將屆,186,179
21627,安區,186,136
21628,多張,186,162
21629,在預,186,176
21630,在韓,186,159
21631,大合,186,159
21632,大化,186,172
21633,國提,186,170
21634,在傳,186,179
21635,向社,186,162
21636,務費,186,108
21637,同日,186,172
21638,及數,186,176
21639,務省,186,116
21640,區是,186,178
21641,兵隊,186,73
21642,兆韓,186,75
21643,前波,186,163
21644,北中,186,162
21645,分時,186,161
21646,全盤,186,168
21647,副司,186,152
21648,佣金,186,86
21649,兵不,186,169
21650,先做,186,176
21651,他預,186,177
21652,價反,186,177
21653,做更,186,173
21654,交談,186,169
21655,不難,186,175
21656,一萬,186,163
21657,來勢,186,180
21658,交棒,186,139
21659,代廠,186,110
21660,以完,186,179
21661,上以,186,180
21662,點與,185,174
21663,點到,185,165
21664,飾品,185,143
21665,間還,185,181
21666,隱形,185,131
21667,陸也,185,179
21668,過長,185,175
21669,違紀,185,107
21670,道救,185,121
21671,適任,185,148
21672,資管,185,147
21673,資收,185,151
21674,議討,185,168
21675,被詢,185,163
21676,要完,185,174
21677,袖會,185,146
21678,蒂颱,185,142
21679,處也,185,179
21680,英兩,185,131
21681,與希,185,158
21682,者詢,185,175
21683,背書,185,156
21684,者參,185,174
21685,糟糕,185,162
21686,線將,185,173
21687,系畢,185,164
21688,統有,185,174
21689,立高,185,131
21690,等有,185,177
21691,秀人,185,163
21692,界貿,185,173
21693,的也,185,178
21694,生名,185,113
21695,現反,185,175
21696,灣藝,185,142
21697,滿額,185,126
21698,濟政,185,159
21699,減至,185,172
21700,漢光,185,87
21701,油產,185,141
21702,民用,185,166
21703,每秒,185,128
21704,求新,185,168
21705,更難,185,176
21706,期後,185,170
21707,文資,185,79
21708,日立,185,142
21709,改正,185,127
21710,散播,185,160
21711,方和,185,179
21712,教大,185,102
21713,挫跌,185,156
21714,採收,185,117
21715,所持,185,162
21716,意提,185,170
21717,後說,185,184
21718,想做,185,165
21719,度電,185,142
21720,怕會,185,173
21721,年目,185,159
21722,引外,185,174
21723,平正,185,157
21724,府施,185,166
21725,對華,185,165
21726,岡山,185,85
21727,屬性,185,159
21728,展今,185,159
21729,封信,185,143
21730,客也,185,170
21731,大調,185,159
21732,大生,185,149
21733,多所,185,174
21734,地警,185,160
21735,場反,185,175
21736,在港,185,152
21737,在媒,185,177
21738,善處,185,159
21739,售表,185,164
21740,同體,185,142
21741,問政,185,135
21742,和相,185,181
21743,周玉,185,83
21744,商合,185,175
21745,及管,185,168
21746,員代,185,145
21747,和交,185,175
21748,受市,185,175
21749,及客,185,178
21750,取國,185,150
21751,取台,185,136
21752,及今,185,182
21753,入這,185,177
21754,北及,185,157
21755,動在,185,180
21756,前期,185,155
21757,務分,185,158
21758,創園,185,127
21759,再添,185,174
21760,入為,185,143
21761,刊出,185,159
21762,元宵,185,97
21763,低落,185,165
21764,但與,185,184
21765,以無,185,178
21766,使其,185,181
21767,他來,185,174
21768,上手,185,168
21769,麥寮,184,104
21770,體製,184,161
21771,魚的,184,145
21772,零食,184,112
21773,雜費,184,83
21774,陞股,184,114
21775,長預,184,138
21776,陸學,184,125
21777,長放,184,173
21778,都讓,184,179
21779,部規,184,169
21780,重度,184,130
21781,遙控,184,134
21782,迫害,184,134
21783,輸業,184,131
21784,近千,184,170
21785,變了,184,168
21786,諸如,184,169
21787,話時,184,178
21788,請問,184,153
21789,要檢,184,168
21790,見不,184,175
21791,行台,184,167
21792,藥華,184,57
21793,萬家,184,135
21794,與運,184,166
21795,與稅,184,120
21796,致性,184,159
21797,能給,184,176
21798,義賣,184,83
21799,總銷,184,143
21800,續延,184,177
21801,續回,184,175
21802,絲專,184,150
21803,稱這,184,179
21804,空窗,184,142
21805,示國,184,174
21806,的鴻,184,165
21807,盟邦,184,137
21808,的院,184,140
21809,眾更,184,178
21810,的示,184,161
21811,盼望,184,169
21812,的犯,184,167
21813,界銀,184,133
21814,甲車,184,77
21815,理王,184,179
21816,的U,184,155
21817,王寶,184,86
21818,為求,184,178
21819,火熱,184,163
21820,為創,184,171
21821,灣好,184,135
21822,澳幣,184,108
21823,洲新,184,154
21824,次表,184,179
21825,歡呼,184,157
21826,榮景,184,168
21827,林麗,184,85
21828,月都,184,175
21829,杜紫,184,104
21830,日遊,184,127
21831,是礁,184,139
21832,攻防,184,150
21833,是短,184,175
21834,月失,184,100
21835,早的,184,173
21836,新紀,184,176
21837,放話,184,161
21838,是已,184,178
21839,於多,184,181
21840,文如,184,183
21841,撐盤,184,163
21842,抽水,184,86
21843,所研,184,168
21844,愛買,184,94
21845,息是,184,172
21846,息日,184,87
21847,強表,184,153
21848,年各,184,176
21849,已和,184,176
21850,布一,184,175
21851,家重,184,172
21852,對會,184,173
21853,岸事,184,144
21854,客層,184,144
21855,好者,184,160
21856,威斯,184,125
21857,大洋,184,109
21858,央廣,184,51
21859,國近,184,176
21860,在目,184,178
21861,國決,184,166
21862,城半,184,174
21863,地帶,184,171
21864,在和,184,174
21865,國分,184,147
21866,向金,184,161
21867,合自,184,170
21868,化銀,184,152
21869,及現,184,179
21870,名嘴,184,139
21871,勝生,184,43
21872,出貢,184,168
21873,冷藏,184,99
21874,利浦,184,66
21875,功夫,184,138
21876,元股,184,142
21877,利國,184,140
21878,到哪,184,153
21879,內旅,184,123
21880,內投,184,154
21881,候群,184,114
21882,修至,184,160
21883,們看,184,176
21884,億多,184,153
21885,伯豐,184,82
21886,備妥,184,162
21887,像一,184,171
21888,些資,184,173
21889,中都,184,178
21890,也規,184,177
21891,個台,184,176
21892,保品,184,110
21893,但到,184,178
21894,作了,184,179
21895,主攻,184,168
21896,人交,184,169
21897,o購,184,93
21898,e在,184,158
21899,黨應,183,164
21900,體說,183,175
21901,高毛,183,158
21902,頭髮,183,117
21903,首座,183,154
21904,騎乘,183,125
21905,額最,183,168
21906,風圈,183,125
21907,降的,183,167
21908,關活,183,167
21909,險及,183,168
21910,鑒於,183,181
21911,量比,183,167
21912,軍政,183,111
21913,路投,183,81
21914,趕到,183,176
21915,資審,183,121
21916,資中,183,130
21917,調解,183,96
21918,行預,183,173
21919,行理,183,161
21920,表出,183,176
21921,行例,183,182
21922,蘇丹,183,80
21923,萬聖,183,53
21924,與阿,183,156
21925,落入,183,169
21926,與開,183,176
21927,能藉,183,180
21928,者購,183,174
21929,能延,183,176
21930,股期,183,135
21931,籲請,183,166
21932,究生,183,145
21933,等學,183,145
21934,科今,183,142
21935,的魚,183,129
21936,療癒,183,125
21937,盡可,183,170
21938,由法,183,166
21939,由全,183,171
21940,營模,183,167
21941,為立,183,174
21942,洲與,183,174
21943,水道,183,95
21944,水源,183,123
21945,母的,183,154
21946,民怨,183,154
21947,業財,183,161
21948,機已,183,172
21949,業受,183,172
21950,極力,183,178
21951,格持,183,160
21952,是錯,183,168
21953,會問,183,161
21954,會儘,183,170
21955,政者,183,152
21956,時工,183,136
21957,日文,183,144
21958,時分,183,176
21959,於巴,183,171
21960,是代,183,174
21961,於印,183,166
21962,斷交,183,129
21963,掃毒,183,83
21964,成衣,183,113
21965,戶端,183,159
21966,所推,183,175
21967,忙著,183,173
21968,引許,183,175
21969,役的,183,152
21970,年計,183,145
21971,度總,183,164
21972,幅衰,183,166
21973,已透,183,175
21974,市觀,183,160
21975,往太,183,142
21976,從前,183,170
21977,律上,183,161
21978,常發,183,171
21979,康和,183,128
21980,工一,183,164
21981,展會,183,137
21982,定比,183,163
21983,對太,183,156
21984,季有,183,174
21985,天麟,183,85
21986,她與,183,173
21987,她希,183,171
21988,天各,183,165
21989,外務,183,120
21990,在線,183,170
21991,圈的,183,166
21992,器與,183,176
21993,商買,183,137
21994,和醫,183,168
21995,及雙,183,175
21996,商和,183,174
21997,商之,183,175
21998,合民,183,162
21999,力需,183,153
22000,員以,183,177
22001,合服,183,147
22002,占據,183,167
22003,前線,183,155
22004,南國,183,148
22005,務方,183,173
22006,制洗,183,82
22007,到機,183,166
22008,公然,183,152
22009,出庭,183,129
22010,前上,183,177
22011,元就,183,160
22012,克和,183,143
22013,備查,183,131
22014,們相,183,168
22015,以重,183,177
22016,僅占,183,172
22017,不順,183,165
22018,不遺,183,178
22019,住展,183,69
22020,事物,183,169
22021,人未,183,170
22022,但全,183,180
22023,點來,182,173
22024,高舉,182,160
22025,魏國,182,60
22026,面開,182,157
22027,面都,182,179
22028,雙雄,182,140
22029,院通,182,170
22030,院認,182,152
22031,長速,182,165
22032,過最,182,174
22033,轉折,182,155
22034,赴陸,182,120
22035,費鴻,182,104
22036,趁著,182,172
22037,調結,182,157
22038,說有,182,174
22039,許毓,182,89
22040,行走,182,143
22041,被國,182,170
22042,術創,182,156
22043,蘿蔔,182,119
22044,蓋率,182,132
22045,與傳,182,171
22046,職者,182,112
22047,而產,182,173
22048,能協,182,175
22049,續支,182,168
22050,等專,182,172
22051,的落,182,170
22052,產規,182,148
22053,盤前,182,155
22054,的字,182,158
22055,盛傳,182,174
22056,產與,182,176
22057,球迷,182,87
22058,產價,182,156
22059,環團,182,88
22060,熱點,182,142
22061,理劉,182,179
22062,燃煤,182,93
22063,片出,182,131
22064,為傳,182,171
22065,漸成,182,175
22066,減為,182,157
22067,滋味,182,135
22068,海投,182,120
22069,正鎰,182,63
22070,流及,182,175
22071,案調,182,155
22072,極拓,182,173
22073,校舍,182,72
22074,案等,182,177
22075,有顯,182,174
22076,李箱,182,113
22077,是軍,182,163
22078,核二,182,98
22079,有決,182,168
22080,本期,182,138
22081,日走,182,171
22082,教養,182,102
22083,本官,182,156
22084,暨執,182,165
22085,晉升,182,150
22086,是分,182,168
22087,易區,182,165
22088,星光,182,117
22089,教工,182,103
22090,方主,182,162
22091,據不,182,178
22092,打進,182,159
22093,拜票,182,129
22094,應要,182,171
22095,拯救,182,154
22096,抗戰,182,98
22097,拉大,182,167
22098,快明,182,154
22099,度至,182,154
22100,怖份,182,95
22101,後以,182,179
22102,弟兄,182,135
22103,已指,182,172
22104,山森,182,80
22105,宮的,182,152
22106,威靈,182,167
22107,專任,182,120
22108,守中,182,68
22109,奎諾,182,94
22110,多選,182,169
22111,婚宴,182,72
22112,場變,182,175
22113,大寬,182,141
22114,團首,182,176
22115,大位,182,170
22116,地租,182,75
22117,塔利,182,69
22118,地最,182,172
22119,在岸,182,115
22120,可運,182,145
22121,司資,182,154
22122,商公,182,107
22123,動都,182,168
22124,動行,182,159
22125,出首,182,166
22126,可大,182,176
22127,名古,182,118
22128,動更,182,176
22129,元間,182,166
22130,初一,182,131
22131,再多,182,172
22132,元對,182,140
22133,但預,182,178
22134,元交,182,138
22135,係法,182,105
22136,中重,182,176
22137,修女,182,66
22138,今未,182,173
22139,世石,182,28
22140,以同,182,176
22141,也來,182,176
22142,一則,182,164
22143,龍的,181,162
22144,韓系,181,131
22145,韓發,181,139
22146,集邦,181,79
22147,隊將,181,168
22148,金期,181,127
22149,銘今,181,161
22150,車頭,181,134
22151,過早,181,155
22152,辦發,181,166
22153,迫切,181,176
22154,資調,181,147
22155,起民,181,172
22156,超新,181,180
22157,財物,181,131
22158,貧困,181,140
22159,象廳,181,95
22160,資事,181,126
22161,視辯,181,132
22162,要過,181,163
22163,護區,181,117
22164,談時,181,175
22165,見解,181,150
22166,該區,181,167
22167,要就,181,172
22168,蚊子,181,125
22169,蘭地,181,159
22170,蔡力,181,74
22171,能盡,181,171
22172,老虎,181,105
22173,義與,181,167
22174,者發,181,174
22175,能全,181,173
22176,而影,181,177
22177,者占,181,89
22178,級距,181,112
22179,純的,181,173
22180,級中,181,143
22181,節後,181,161
22182,社今,181,171
22183,的飯,181,155
22184,的靈,181,172
22185,的滿,181,145
22186,登太,181,123
22187,瓦爾,181,101
22188,產企,181,161
22189,率從,181,172
22190,特種,181,144
22191,無期,181,139
22192,灣智,181,129
22193,溪水,181,152
22194,次重,181,175
22195,洲人,181,148
22196,此後,181,175
22197,毓仁,181,89
22198,正反,181,154
22199,業科,181,129
22200,極爭,181,170
22201,業加,181,160
22202,月衰,181,141
22203,時點,181,155
22204,有航,181,164
22205,月相,181,162
22206,有獲,181,176
22207,東山,181,117
22208,林地,181,133
22209,日說,181,176
22210,有彈,181,163
22211,本哈,181,173
22212,放進,181,160
22213,據說,181,166
22214,新契,181,122
22215,挫逾,181,161
22216,所面,181,169
22217,或雪,181,31
22218,打的,181,167
22219,持和,181,166
22220,很開,181,164
22221,性產,181,160
22222,息收,181,143
22223,復生,181,97
22224,府開,181,166
22225,建股,181,151
22226,席選,181,116
22227,巴集,181,111
22228,必定,181,168
22229,布財,181,162
22230,年比,181,165
22231,店員,181,112
22232,市房,181,120
22233,師公,181,114
22234,導航,181,125
22235,孟買,181,94
22236,家看,181,169
22237,展前,181,166
22238,導地,181,166
22239,將保,181,172
22240,定上,181,168
22241,委段,181,171
22242,場選,181,156
22243,增產,181,155
22244,好台,181,156
22245,天回,181,179
22246,堅稱,181,169
22247,場加,181,178
22248,在某,181,176
22249,圳市,181,104
22250,四周,181,161
22251,台鹽,181,51
22252,和華,181,163
22253,及車,181,167
22254,哥本,181,173
22255,和小,181,167
22256,區舉,181,171
22257,和商,181,173
22258,加護,181,125
22259,功課,181,154
22260,前輩,181,148
22261,務管,181,148
22262,勢活,181,137
22263,內首,181,174
22264,到社,181,166
22265,優雅,181,154
22266,利有,181,175
22267,務不,181,164
22268,備質,181,176
22269,別區,181,81
22270,借重,181,160
22271,偶爾,181,171
22272,內也,181,178
22273,價來,181,170
22274,他能,181,175
22275,上首,181,176
22276,三線,181,89
22277,位及,181,172
22278,以幫,181,170
22279,低估,181,153
22280,不惜,181,164
22281,也和,181,177
22282,九個,181,161
22283,並取,181,177
22284,D燈,181,105
22285,點將,180,172
22286,頭痛,180,167
22287,面說,180,161
22288,際網,180,145
22289,集在,180,168
22290,陣容,180,167
22291,院下,180,161
22292,鍵技,180,139
22293,部日,180,170
22294,辣椒,180,107
22295,這句,180,144
22296,軍第,180,140
22297,轉佳,180,160
22298,軍團,180,116
22299,起就,180,173
22300,象是,180,174
22301,讓企,180,160
22302,護中,180,158
22303,要學,180,162
22304,要問,180,168
22305,視劇,180,103
22306,要努,180,169
22307,薪酬,180,99
22308,臻鼎,180,99
22309,著他,180,171
22310,興三,180,126
22311,能升,180,169
22312,聯席,180,157
22313,聖保,180,103
22314,的蘋,180,161
22315,用意,180,170
22316,環流,180,133
22317,獎槓,180,164
22318,為特,180,169
22319,為減,180,175
22320,漠視,180,160
22321,為同,180,164
22322,海布,180,174
22323,正負,180,156
22324,機需,180,169
22325,水下,180,114
22326,民中,180,134
22327,比台,180,159
22328,榮今,180,157
22329,極協,180,171
22330,有雙,180,172
22331,期股,180,162
22332,會聽,180,164
22333,有智,180,160
22334,會找,180,165
22335,新計,180,130
22336,會常,180,169
22337,有商,180,164
22338,晴朗,180,160
22339,時沒,180,176
22340,政訴,180,130
22341,是交,180,168
22342,日可,180,172
22343,政政,180,142
22344,擇在,180,172
22345,戴勝,180,36
22346,式計,180,152
22347,幅高,180,175
22348,平競,180,137
22349,工讀,180,67
22350,年所,180,176
22351,延到,180,159
22352,底價,180,95
22353,席宋,180,168
22354,市之,180,170
22355,島國,180,141
22356,對消,180,166
22357,對女,180,157
22358,家或,180,167
22359,定及,180,171
22360,季全,180,138
22361,奶油,180,84
22362,喝酒,180,127
22363,團不,180,162
22364,員要,180,174
22365,向高,180,169
22366,同鄉,180,118
22367,受調,180,156
22368,同致,180,106
22369,商學,180,116
22370,匯豐,180,86
22371,半碼,180,128
22372,到關,180,173
22373,向北,180,161
22374,名制,180,84
22375,吃下,180,165
22376,前者,180,177
22377,勘查,180,138
22378,元貶,180,160
22379,先發,180,164
22380,入民,180,141
22381,健華,180,68
22382,免於,180,171
22383,入戶,180,112
22384,們為,180,167
22385,們想,180,168
22386,上近,180,177
22387,人獲,180,164
22388,依公,180,167
22389,事法,180,128
22390,位主,180,156
22391,了我,180,161
22392,上工,180,151
22393,e等,180,174
22394,o的,180,142
22395,鮪魚,179,69
22396,體店,179,134
22397,風莫,179,131
22398,題與,179,174
22399,餐券,179,97
22400,障者,179,88
22401,隊等,179,165
22402,院研,179,152
22403,院法,179,157
22404,閔生,179,88
22405,鑒機,179,49
22406,鈔票,179,107
22407,進階,179,148
22408,達美,179,97
22409,量仍,179,175
22410,造紙,179,152
22411,辦第,179,169
22412,邦媒,179,66
22413,速完,179,165
22414,返家,179,161
22415,轄區,179,141
22416,豐原,179,112
22417,計賣,179,130
22418,訪美,179,131
22419,設籍,179,112
22420,請外,179,169
22421,訊後,179,169
22422,計中,179,161
22423,要增,179,169
22424,要分,179,173
22425,著時,179,176
22426,華泰,179,79
22427,若發,179,168
22428,能較,179,163
22429,與活,179,172
22430,若再,179,173
22431,艾奎,179,92
22432,與旅,179,162
22433,能滿,179,166
22434,與事,179,159
22435,翁郁,179,80
22436,缺額,179,87
22437,而發,179,174
22438,老的,179,161
22439,聖嬰,179,81
22440,總辭,179,98
22441,翔宙,179,56
22442,考區,179,109
22443,織股,179,166
22444,紙本,179,126
22445,結帳,179,142
22446,突顯,179,169
22447,空曠,179,162
22448,眾最,179,173
22449,的悲,179,158
22450,的幕,179,169
22451,生為,179,167
22452,理之,179,144
22453,湖海,179,176
22454,湖口,179,116
22455,油耗,179,89
22456,浮微,179,133
22457,永興,179,76
22458,民支,179,164
22459,機起,179,151
22460,機就,179,171
22461,案都,179,165
22462,李翔,179,56
22463,東港,179,102
22464,普說,179,146
22465,曾獲,179,169
22466,會活,179,163
22467,文雄,179,119
22468,月提,179,159
22469,會挑,179,169
22470,板上,179,163
22471,明稿,179,142
22472,數計,179,169
22473,更安,179,167
22474,據調,179,169
22475,是商,179,169
22476,時加,179,160
22477,日兩,179,163
22478,文不,179,160
22479,接機,179,135
22480,所設,179,168
22481,慎防,179,153
22482,拉拉,179,132
22483,戲機,179,118
22484,應徵,179,122
22485,成和,179,151
22486,我只,179,169
22487,從頭,179,164
22488,意事,179,132
22489,得第,179,163
22490,後期,179,166
22491,巡護,179,75
22492,康照,179,134
22493,廢死,179,65
22494,巴格,179,95
22495,已建,179,170
22496,尼爾,179,105
22497,尚待,179,174
22498,展和,179,170
22499,小女,179,123
22500,家提,179,173
22501,大麻,179,68
22502,家代,179,141
22503,大遠,179,79
22504,在通,179,172
22505,國運,179,137
22506,大了,179,167
22507,國要,179,166
22508,國品,179,117
22509,史館,179,54
22510,商後,179,171
22511,又稱,179,160
22512,受治,179,151
22513,同政,179,145
22514,台有,179,171
22515,名投,179,113
22516,司所,179,168
22517,右手,179,155
22518,及最,179,174
22519,動節,179,132
22520,制與,179,172
22521,化是,179,170
22522,十人,179,168
22523,元說,179,118
22524,制改,179,151
22525,力做,179,175
22526,出場,179,158
22527,價平,179,152
22528,全保,179,154
22529,任陳,179,174
22530,交響,179,80
22531,中電,179,113
22532,他發,179,172
22533,並自,179,175
22534,之用,179,172
22535,位候,179,145
22536,也明,179,174
22537,三峽,179,102
22538,中兩,179,170
22539,默默,178,170
22540,開關,178,108
22541,陸廣,178,170
22542,關文,178,169
22543,門會,178,154
22544,開徵,178,136
22545,門大,178,124
22546,配額,178,117
22547,運會,178,118
22548,郊區,178,156
22549,遊市,178,149
22550,速增,178,164
22551,車系,178,124
22552,這代,178,176
22553,車商,178,100
22554,賢說,178,127
22555,資賣,178,154
22556,貨輪,178,104
22557,貨力,178,158
22558,親人,178,154
22559,表中,178,168
22560,行保,178,151
22561,蘭妮,178,53
22562,莫拉,178,106
22563,與能,178,170
22564,與物,178,156
22565,舜欽,178,67
22566,與本,178,171
22567,習班,178,98
22568,續往,178,169
22569,經台,178,159
22570,索國,178,65
22571,祥表,178,142
22572,的離,178,148
22573,的附,178,157
22574,療程,178,101
22575,盟公,178,126
22576,瑞雄,178,110
22577,用科,178,162
22578,瑞軒,178,47
22579,球貿,178,138
22580,王閔,178,87
22581,理能,178,155
22582,球暖,178,143
22583,災食,178,98
22584,淑琴,178,178
22585,洲盃,178,143
22586,法獲,178,157
22587,沙灘,178,125
22588,法化,178,125
22589,民之,178,147
22590,機為,178,166
22591,此也,178,177
22592,森電,178,46
22593,楊舜,178,67
22594,構投,178,119
22595,業就,178,165
22596,會越,178,160
22597,果為,178,156
22598,村的,178,153
22599,景象,178,162
22600,期營,178,163
22601,新領,178,147
22602,有旅,178,154
22603,有房,178,144
22604,期前,178,170
22605,有和,178,162
22606,是消,178,164
22607,智強,178,66
22608,改派,178,117
22609,於低,178,166
22610,放射,178,108
22611,打銀,178,87
22612,感興,178,159
22613,才在,178,165
22614,急難,178,116
22615,平高,178,176
22616,性工,178,142
22617,年重,178,171
22618,年選,178,166
22619,已送,178,166
22620,度獲,178,161
22621,工生,178,150
22622,度對,178,166
22623,店及,178,169
22624,帽子,178,148
22625,年假,178,142
22626,工工,178,149
22627,已做,178,167
22628,將現,178,165
22629,展是,178,169
22630,將派,178,157
22631,將朝,178,166
22632,岸三,178,126
22633,對在,178,169
22634,委高,178,161
22635,將人,178,160
22636,央與,178,153
22637,妹妹,178,124
22638,墨國,178,58
22639,在河,178,143
22640,在展,178,163
22641,地公,178,139
22642,國同,178,166
22643,國利,178,162
22644,在九,178,163
22645,四分,178,158
22646,品行,178,143
22647,台首,178,153
22648,受阻,178,166
22649,卡達,178,106
22650,同等,178,161
22651,口總,178,120
22652,可由,178,170
22653,吸毒,178,93
22654,品化,178,143
22655,員上,178,167
22656,利較,178,153
22657,再降,178,160
22658,及個,178,162
22659,動油,178,147
22660,加爾,178,72
22661,內金,178,145
22662,助新,178,161
22663,價較,178,166
22664,勢及,178,171
22665,前於,178,170
22666,利所,178,91
22667,助企,178,148
22668,前到,178,171
22669,前先,178,173
22670,制及,178,170
22671,分國,178,165
22672,初以,178,175
22673,價是,178,164
22674,低頭,178,141
22675,僑外,178,71
22676,來積,178,174
22677,俊憲,178,87
22678,也超,178,171
22679,來改,178,171
22680,不贊,178,146
22681,供多,178,174
22682,人曾,178,171
22683,人支,178,167
22684,仍應,178,169
22685,不發,178,164
22686,人使,178,159
22687,並分,178,177
22688,黨都,177,163
22689,黨委,177,126
22690,鷹派,177,155
22691,養護,177,136
22692,飛利,177,61
22693,題就,177,165
22694,頭公,177,137
22695,院受,177,174
22696,門地,177,167
22697,長史,177,164
22698,遺餘,177,173
22699,輝表,177,144
22700,逾放,177,91
22701,這棟,177,122
22702,軟的,177,150
22703,迷你,177,131
22704,跌近,177,156
22705,資資,177,160
22706,資表,177,142
22707,賦稅,177,128
22708,趙天,177,81
22709,貶幅,177,131
22710,賺取,177,149
22711,貼上,177,167
22712,讓每,177,169
22713,讓步,177,147
22714,螺絲,177,83
22715,蕊在,177,136
22716,荒謬,177,151
22717,興經,177,137
22718,與有,177,169
22719,臨櫃,177,134
22720,與區,177,147
22721,考上,177,138
22722,究結,177,153
22723,等應,177,165
22724,等功,177,170
22725,的淨,177,153
22726,的槍,177,155
22727,生重,177,168
22728,略夥,177,149
22729,特蘭,177,116
22730,物等,177,169
22731,然資,177,151
22732,灣進,177,168
22733,源供,177,122
22734,民自,177,155
22735,此波,177,158
22736,氣低,177,159
22737,期還,177,172
22738,望回,177,161
22739,望各,177,164
22740,最喜,177,156
22741,日回,177,170
22742,收來,177,164
22743,放上,177,160
22744,拿起,177,163
22745,拉多,177,114
22746,把人,177,156
22747,張銘,177,75
22748,恐會,177,172
22749,年邁,177,173
22750,志揚,177,101
22751,建省,177,116
22752,得提,177,155
22753,式是,177,168
22754,巴爾,177,110
22755,度參,177,164
22756,常出,177,170
22757,封關,177,100
22758,展潛,177,168
22759,屬實,177,159
22760,就到,177,160
22761,客房,177,121
22762,對原,177,152
22763,家俍,177,69
22764,大打,177,168
22765,外大,177,165
22766,大勝,177,166
22767,團團,177,162
22768,司進,177,167
22769,品不,177,168
22770,及是,177,172
22771,出馬,177,153
22772,副議,177,123
22773,及小,177,164
22774,台參,177,153
22775,及原,177,162
22776,准許,177,161
22777,全長,177,151
22778,動服,177,136
22779,出約,177,165
22780,北世,177,152
22781,內產,177,156
22782,前向,177,171
22783,傷病,177,73
22784,人送,177,162
22785,作社,177,78
22786,信徒,177,116
22787,京舉,177,160
22788,但法,177,169
22789,一身,177,162
22790,住商,177,127
22791,下第,177,163
22792,休士,177,99
22793,伸到,177,165
22794,件供,177,153
22795,了三,177,174
22796,三創,177,77
22797,點點,176,153
22798,餘年,176,164
22799,間諜,176,96
22800,關作,176,161
22801,間到,176,169
22802,鉅額,176,150
22803,部預,176,168
22804,量持,176,169
22805,郁琇,176,76
22806,還曾,176,173
22807,還很,176,169
22808,遠地,176,143
22809,選名,176,143
22810,購與,176,156
22811,赫爾,176,164
22812,赴中,176,134
22813,貿局,176,95
22814,解這,176,172
22815,議前,176,164
22816,行間,176,124
22817,要採,176,170
22818,要了,176,161
22819,行核,176,140
22820,萬事,176,104
22821,艘船,176,145
22822,自費,176,126
22823,良心,176,143
22824,聲響,176,153
22825,與品,176,169
22826,臉上,176,157
22827,職教,176,116
22828,美晶,176,72
22829,等部,176,170
22830,籲大,176,163
22831,私有,176,113
22832,的類,176,162
22833,的窘,176,172
22834,病逝,176,139
22835,由董,176,166
22836,生最,176,157
22837,球性,176,165
22838,率中,176,137
22839,為股,176,166
22840,為和,176,167
22841,治醫,176,143
22842,法相,176,166
22843,法性,176,149
22844,橋興,176,124
22845,果概,176,154
22846,有熱,176,169
22847,有嚴,176,166
22848,本企,176,129
22849,是接,176,162
22850,新營,176,128
22851,日加,176,141
22852,持成,176,168
22853,所教,176,156
22854,括一,176,174
22855,應急,176,133
22856,復電,176,101
22857,意安,176,162
22858,德榮,176,71
22859,恐嚇,176,136
22860,店與,176,155
22861,市股,176,133
22862,廠將,176,160
22863,巴的,176,130
22864,常化,176,149
22865,師及,176,161
22866,小熊,176,40
22867,家已,176,166
22868,子有,176,167
22869,客到,176,158
22870,失金,176,99
22871,大總,176,154
22872,她有,176,168
22873,天決,176,168
22874,地銀,176,139
22875,回購,176,87
22876,在福,176,148
22877,在歷,176,175
22878,在川,176,158
22879,在五,176,162
22880,區進,176,166
22881,和同,176,164
22882,在G,176,148
22883,厲害,176,159
22884,及基,176,166
22885,司主,176,161
22886,取出,176,134
22887,及到,176,162
22888,口不,176,166
22889,六輕,176,71
22890,力彩,176,134
22891,初次,176,155
22892,利會,176,70
22893,則從,176,171
22894,副作,176,129
22895,制區,176,112
22896,出善,176,154
22897,制中,176,155
22898,僑社,176,103
22899,共場,176,135
22900,入夜,176,142
22901,再也,176,158
22902,全下,176,163
22903,元也,176,165
22904,備戰,176,156
22905,來當,176,164
22906,仍舊,176,170
22907,任第,176,151
22908,個女,176,150
22909,供台,176,164
22910,並經,176,170
22911,來公,176,168
22912,休年,176,109
22913,人推,176,164
22914,中毒,176,93
22915,仙台,176,124
22916,了將,176,174
22917,人下,176,167
22918,了以,176,170
22919,不均,176,143
22920,y的,176,134
22921,隊與,175,166
22922,隨意,175,162
22923,院日,175,160
22924,長出,175,150
22925,鐵的,175,148
22926,鐵業,175,108
22927,退貨,175,68
22928,部推,175,159
22929,轎車,175,136
22930,造全,175,165
22931,路等,175,171
22932,車停,175,140
22933,起爆,175,127
22934,賽者,175,111
22935,警官,175,139
22936,要通,175,169
22937,讓使,175,150
22938,認是,175,165
22939,行降,175,152
22940,被要,175,162
22941,許厝,175,46
22942,被當,175,168
22943,行到,175,168
22944,與關,175,161
22945,與西,175,162
22946,能都,175,171
22947,能輕,175,171
22948,自日,175,162
22949,肆虐,175,161
22950,能生,175,156
22951,能推,175,165
22952,統性,175,160
22953,稅捐,175,110
22954,示市,175,165
22955,盤走,175,170
22956,的桃,175,162
22957,的境,175,157
22958,現疲,175,155
22959,物與,175,164
22960,物種,175,119
22961,為關,175,173
